26798a6c9ba70ca0959c4d67265dc61c275a9b0e,letimome,initial commit,"[Modification [oldPath=/dev/null, newPath=.project, type=ADD], Modification [oldPath=/dev/null, newPath=.settings/.jsdtscope, type=ADD], Modification [oldPath=/dev/null, newPath=.settings/org.eclipse.wst.jsdt.ui.superType.container, type=ADD], Modification [oldPath=/dev/null, newPath=.settings/org.eclipse.wst.jsdt.ui.superType.name, type=ADD], Modification [oldPath=/dev/null, newPath=Readme.txt, type=ADD], Modification [oldPath=/dev/null, newPath=Variants/Ankara.vdm, type=ADD], Modification [oldPath=/dev/null, newPath=Variants/Athen.vdm, type=ADD], Modification [oldPath=/dev/null, newPath=Variants/Berlin.vdm, type=ADD], Modification [oldPath=/dev/null, newPath=Variants/Bern.vdm, type=ADD], Modification [oldPath=/dev/null, newPath=Variants/Dubai.vdm, type=ADD], Modification [oldPath=/dev/null, newPath=Variants/Hamburg.vdm, type=ADD], Modification [oldPath=/dev/null, newPath=Variants/London.vdm, type=ADD], Modification [oldPath=/dev/null, newPath=Variants/Madrid.vdm, type=ADD], Modification [oldPath=/dev/null, newPath=Variants/Magdeburg.vdm, type=ADD], Modification [oldPath=/dev/null, newPath=Variants/NewYork.vdm, type=ADD], Modification [oldPath=/dev/null, newPath=Variants/Oslo.vdm, type=ADD], Modification [oldPath=/dev/null, newPath=Variants/Paris.vdm, type=ADD], Modification [oldPath=/dev/null, newPath=Variants/Prag.vdm, type=ADD], Modification [oldPath=/dev/null, newPath=Variants/Rom.vdm, type=ADD], Modification [oldPath=/dev/null, newPath=Variants/Stuttgart.vdm, type=ADD], Modification [oldPath=/dev/null, newPath=Variants/Wien.vdm, type=ADD], Modification [oldPath=/dev/null, newPath=Variants/configspace.xml, type=ADD], Modification [oldPath=/dev/null, newPath=Variants/moduleconfig.xml, type=ADD], Modification [oldPath=/dev/null, newPath=WS.ccfm, type=ADD], Modification [oldPath=/dev/null, newPath=WS.xfm, type=ADD], Modification [oldPath=/dev/null, newPath=input/.project, type=ADD], Modification [oldPath=/dev/null, newPath=input/Weather Station User Manual.xml, type=ADD], Modification [oldPath=/dev/null, newPath=input/css/imports.css, type=ADD], Modification [oldPath=/dev/null, newPath=input/css/main.css, type=ADD], Modification [oldPath=/dev/null, newPath=input/css/pressure.css, type=ADD], Modification [oldPath=/dev/null, newPath=input/css/tacho.css, type=ADD], Modification [oldPath=/dev/null, newPath=input/css/thermometer.css, type=ADD], Modification [oldPath=/dev/null, newPath=input/css/thermometer_blue.css, type=ADD], Modification [oldPath=/dev/null, newPath=input/css/wind.css, type=ADD], Modification [oldPath=/dev/null, newPath=input/images/n_0.png, type=ADD], Modification [oldPath=/dev/null, newPath=input/images/n_1.png, type=ADD], Modification [oldPath=/dev/null, newPath=input/images/n_10.png, type=ADD], Modification [oldPath=/dev/null, newPath=input/images/n_11.png, type=ADD], Modification [oldPath=/dev/null, newPath=input/images/n_12.png, type=ADD], Modification [oldPath=/dev/null, newPath=input/images/n_13.png, type=ADD], Modification [oldPath=/dev/null, newPath=input/images/n_2.png, type=ADD], Modification [oldPath=/dev/null, newPath=input/images/n_3.png, type=ADD], Modification [oldPath=/dev/null, newPath=input/images/n_4.png, type=ADD], Modification [oldPath=/dev/null, newPath=input/images/n_5.png, type=ADD], Modification [oldPath=/dev/null, newPath=input/images/n_6.png, type=ADD], Modification [oldPath=/dev/null, newPath=input/images/n_7.png, type=ADD], Modification [oldPath=/dev/null, newPath=input/images/n_8.png, type=ADD], Modification [oldPath=/dev/null, newPath=input/images/n_9.png, type=ADD], Modification [oldPath=/dev/null, newPath=input/images/tacho.png, type=ADD], Modification [oldPath=/dev/null, newPath=input/images/thermometer_inner_top.png, type=ADD], Modification [oldPath=/dev/null, newPath=input/images/thermometer_lower.png, type=ADD], Modification [oldPath=/dev/null, newPath=input/images/thermometer_upper.png, type=ADD], Modification [oldPath=/dev/null, newPath=input/index.html, type=ADD], Modification [oldPath=/dev/null, newPath=input/js/scale.js, type=ADD], Modification [oldPath=/dev/null, newPath=input/js/sensors.js, type=ADD], Modification [oldPath=/dev/null, newPath=input/js/settings.js, type=ADD], Modification [oldPath=/dev/null, newPath=reports/matrix.rptdesign, type=ADD], Modification [oldPath=/dev/null, newPath=script/elementIsInVariant.js, type=ADD]]"
e9ba9c0c1b6970d042f2aa39b93d987213979bda,letimome,add gitignore,"[Modification [oldPath=/dev/null, newPath=.gitignore, type=ADD]]"
10537d1b07f1791eb9ee93b06115dbd2204303b3,letimome,added basque language,"[Modification [oldPath=/dev/null, newPath=Variants/Donosti.vdm, type=ADD], Modification [oldPath=WS.xfm, newPath=WS.xfm, type=MODIFY], Modification [oldPath=input/js/sensors.js, newPath=input/js/sensors.js, type=MODIFY], Modification [oldPath=input/js/settings.js, newPath=input/js/settings.js, type=MODIFY]]"
6c03f7df2086f6edd624db98c76bde5ee2d08202,letimome,minor change on front-end,"[Modification [oldPath=input/index.html, newPath=input/index.html, type=MODIFY]]"
1df34e9e00ea170ab67669866106f2346915cbb8,letimome,changes manual a bit,"[Modification [oldPath=input/Weather Station User Manual.xml, newPath=input/Weather Station User Manual.xml, type=MODIFY]]"
